2682	-0.084	33.72
2685	-0.077	33.70
2688	-0.071	33.65
2691	-0.065	33.62
2694	-0.058	33.62
2697	-0.052	33.65
2700	-0.046	33.65
2703	-0.039	33.61
2706	-0.033	33.57
2709	-0.027	33.54
2712	-0.021	33.55
2715	-0.014	33.57
2718	-0.008	33.56
2721	-0.002	33.51
2724	0.004	33.47
2727	0.010	33.47
2730	0.016	33.47
2733	0.023	33.47
2736	0.029	33.45
2739	0.035	33.42
2742	0.041	33.40
2745	0.048	33.39
2748	0.054	33.39
2751	0.060	33.38
2754	0.067	33.36
2757	0.073	33.34
2760	0.079	33.33
2763	0.086	33.32
2766	0.092	33.31
2769	0.098	33.30
2772	0.104	33.28
2775	0.110	33.26
2778	0.116	33.25
2781	0.123	33.23
2784	0.129	33.23
2787	0.135	33.21
2790	0.141	33.20
2793	0.147	33.18
2796	0.154	33.17
2799	0.160	33.16
2802	0.166	33.15
2805	0.172	33.13
2808	0.178	33.12
2811	0.185	33.11
2814	0.191	33.09
2817	0.197	33.08
2820	0.203	33.08
2823	0.209	33.06
2826	0.215	33.04
2829	0.222	33.03
2832	0.228	33.02
2835	0.234	33.01
2838	0.240	33.00
2841	0.246	33.00
2844	0.253	32.99
2847	0.259	32.98
2850	0.265	32.96
2853	0.271	32.95
2856	0.277	32.93
2859	0.283	32.90
2862	0.290	32.90
2865	0.296	32.90
2868	0.302	32.89
2871	0.309	32.88
2874	0.315	32.87
2877	0.321	32.86
2880	0.328	32.85
2883	0.334	32.84
2886	0.339	32.82
2889	0.346	32.81
2892	0.352	32.80
2895	0.358	32.79
2898	0.364	32.77
2901	0.370	32.76
2904	0.377	32.75
2907	0.383	32.74
2910	0.389	32.73
2913	0.395	32.73
2916	0.401	32.71
2919	0.407	32.70
2922	0.414	32.70
2925	0.420	32.68
2928	0.426	32.67
2931	0.432	32.66
2934	0.439	32.65
2937	0.445	32.64
2940	0.451	32.63
2943	0.457	32.62
2946	0.463	32.61
2949	0.470	32.60
2952	0.476	32.59
2955	0.482	32.57
2958	0.488	32.56
2961	0.495	32.56
2964	0.501	32.54
2967	0.507	32.52
2970	0.513	32.51
2973	0.519	32.50
2976	0.526	32.50
2979	0.532	32.49
2982	0.538	32.48
2985	0.544	32.46
2988	0.550	32.45
2991	0.557	32.44
2994	0.563	32.44
2997	0.569	32.42
3000	0.576	32.42
3003	0.582	32.40
3006	0.588	32.39
3009	0.594	32.38
3012	0.600	32.38
3015	0.606	32.37
3018	0.612	32.36
3021	0.618	32.35
3024	0.625	32.34
3027	0.631	32.33
3030	0.637	32.31
3033	0.643	32.31
3036	0.649	32.30
3039	0.656	32.30
3042	0.662	32.29
3045	0.668	32.28
3048	0.673	32.25
3051	0.679	32.24
3054	0.685	32.23
3057	0.691	32.23
3060	0.698	32.22
3063	0.704	32.22
3066	0.710	32.21
3069	0.716	32.20
3072	0.722	32.19
3075	0.728	32.18
3078	0.734	32.17
3081	0.740	32.16
3084	0.746	32.16
3087	0.752	32.15
3090	0.758	32.15
3093	0.764	32.13
3096	0.770	32.11
3099	0.776	32.11
3102	0.782	32.10
3105	0.788	32.10
3108	0.794	32.09
3111	0.800	32.08
3114	0.806	32.07
3117	0.812	32.06
3120	0.818	32.05
3123	0.824	32.04
3126	0.830	32.04
3129	0.837	32.03
3132	0.843	32.02
3135	0.849	32.02
3138	0.855	32.01
3141	0.861	32.00
3144	0.866	31.99
3147	0.873	31.99
3150	0.879	31.98
3153	0.884	31.96
3156	0.890	31.95
3159	0.896	31.95
3162	0.902	31.94
3165	0.908	31.93
3168	0.914	31.92
3171	0.920	31.91
3174	0.927	31.91
3177	0.933	31.91
3180	0.938	31.89
3183	0.944	31.87
3186	0.950	31.87
3189	0.956	31.86
3192	0.962	31.86
3195	0.968	31.85
3198	0.974	31.84
3201	0.980	31.84
3204	0.986	31.82
3207	0.992	31.82
3210	0.998	31.81
3213	1.004	31.80
3216	1.009	31.79
3219	1.016	31.79
3222	1.022	31.78
3225	1.028	31.77
3228	1.034	31.76
3231	1.039	31.74
3234	1.045	31.74
3237	1.051	31.73
3240	1.057	31.73
3243	1.063	31.74
3246	1.069	31.73
3249	1.075	31.73
3252	1.081	31.71
